seed,protocol,model,roc_auc,pr_auc,fpr_at_tpr_90,fpr_at_tpr_95,asr_reduction_90,asr_reduction_95,blocked_benign_rate_90,blocked_benign_rate_95,latency_p50_ms,latency_p95_ms,budget_1_threshold,budget_1_fpr,budget_1_tpr,budget_1_asr,budget_1_blocked_benign,budget_3_threshold,budget_3_fpr,budget_3_tpr,budget_3_asr,budget_3_blocked_benign,budget_5_threshold,budget_5_fpr,budget_5_tpr,budget_5_asr,budget_5_blocked_benign
0,S_tool_holdout,tfidf_lr,0.9318284134027912,0.9011936614923824,0.16901408450704225,0.20657276995305165,0.904109589041096,0.9726027397260274,0.16901408450704225,0.20657276995305165,4.481562493310776,4.828521201852709,,,,,,,,,,,,,,,
0,S_tool_holdout,transformer,0.8939696014749072,0.8946722837619849,0.3051643192488263,0.3380281690140845,0.908675799086758,0.954337899543379,0.3051643192488263,0.3380281690140845,1450.6510209976113,1473.6590331507614,,,,,,,,,,,,,,,
1,S_attack_holdout,context_transformer,0.9987199999999999,0.9989995327900063,0.0,0.01,0.9359999999999999,0.976,0.0,0.01,4111.134041493642,4190.415316700819,,,,,,,,,,,,,,,
1,S_attack_holdout,context_transformer_keep_prompt,0.9987199999999999,0.9989995327900063,0.0,0.01,0.9359999999999999,0.976,0.0,0.01,4061.786063000909,4169.9315046469565,0.9986562728881836,0.0,0.0,0.0,0.0,0.9986562728881836,0.0,0.0,0.0,0.0,0.9986562728881836,0.0,0.0,0.0,0.0
1,S_attack_holdout,context_transformer_naive,0.99824,0.9986295173168382,0.0,0.01,0.912,0.976,0.0,0.01,2544.7802915005013,2574.3862627983617,0.9980372786521912,0.0,0.0,0.0,0.0,0.9980372786521912,0.0,0.0,0.0,0.0,0.9980372786521912,0.0,0.0,0.0,0.0
1,S_attack_holdout,heuristic,0.848,0.9324444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.4739584948983975,1.6063456518168095,,,,,,,,,,,,,,,
1,S_attack_holdout,heuristic_score,0.848,0.9324444444444445,1.0,1.0,1.0,1.0,1.0,1.0,1.4602709998143837,1.477106407401152,,,,,,,,,,,,,,,
1,S_attack_holdout,tfidf_lr,0.94408,0.9606247367368881,0.37,0.41,0.944,1.0,0.37,0.41,1.9126460028928705,2.1026082955359016,,,,,,,,,,,,,,,
1,S_attack_holdout,transformer,0.9803999999999999,0.9874697712418301,0.0,0.35,0.912,1.0,0.0,0.35,695.6806879970827,706.2557146447944,,,,,,,,,,,,,,,
1,S_random,context_transformer,1.0,1.0,0.0,0.0,0.9274193548387096,1.0,0.0,0.0,3840.4773125075735,3938.609727455332,,,,,,,,,,,,,,,
1,S_random,context_transformer_keep_prompt,1.0,1.0,0.0,0.0,0.9274193548387096,1.0,0.0,0.0,4032.207020492933,4150.576693753101,0.8033543229103088,0.0,0.0,0.0,0.0,0.8033543229103088,0.0,0.0,0.0,0.0,0.8033543229103088,0.0,0.0,0.0,0.0
1,S_random,context_transformer_naive,0.9998387096774193,0.9998714797747055,0.0,0.0,0.9435483870967742,0.9596774193548387,0.0,0.0,2481.7221669945866,2525.1856420021795,0.9679251909255981,0.0,0.0,0.0,0.0,0.9679251909255981,0.0,0.0,0.0,0.0,0.9679251909255981,0.0,0.0,0.0,0.0
1,S_random,heuristic,0.7137096774193549,0.8721918202764977,1.0,1.0,1.0,1.0,1.0,1.0,1.4306460070656613,1.610658548452193,,,,,,,,,,,,,,,
1,S_random,heuristic_score,0.7137096774193549,0.8721918202764978,1.0,1.0,1.0,1.0,1.0,1.0,1.4621875016018748,1.6342877948773094,,,,,,,,,,,,,,,
1,S_random,tfidf_lr,0.9999193548387098,0.9999352237252862,0.0,0.0,0.9032258064516129,0.967741935483871,0.0,0.0,2.51800049591111,2.901801904954482,,,,,,,,,,,,,,,
1,S_random,transformer,0.997741935483871,0.9981848590375899,0.0,0.04,0.9435483870967742,1.0,0.0,0.04,690.7067710053525,712.889818748954,,,,,,,,,,,,,,,
1,S_tool_holdout,context_transformer,0.9296203400004287,0.9414180803774714,0.3474178403755869,0.37089201877934275,0.904109589041096,0.954337899543379,0.3474178403755869,0.37089201877934275,7550.228895997861,7636.004964550375,,,,,,,,,,,,,,,
1,S_tool_holdout,heuristic,0.7648401826484018,0.8840531456113647,1.0,1.0,1.0,1.0,1.0,1.0,2.8756460014847107,3.1706150934041943,,,,,,,,,,,,,,,
1,S_tool_holdout,heuristic_score,0.7758805496602139,0.886878097340345,0.9530516431924883,0.9530516431924883,1.0,1.0,0.9530516431924883,0.9530516431924883,3.1344795061158948,3.1627421580196824,,,,,,,,,,,,,,,
1,S_tool_holdout,tfidf_lr,0.9318284134027912,0.9011936614923824,0.16901408450704225,0.20657276995305165,0.904109589041096,0.9726027397260274,0.16901408450704225,0.20657276995305165,4.231750004692003,4.305635601485847,,,,,,,,,,,,,,,
1,S_tool_holdout,transformer,0.8939696014749073,0.8946722687612738,0.3051643192488263,0.3380281690140845,0.908675799086758,0.954337899543379,0.3051643192488263,0.3380281690140845,1327.1702915080823,1352.4605686012364,,,,,,,,,,,,,,,
2,S_attack_holdout,context_transformer,0.9987199999999999,0.9989995327900063,0.0,0.01,0.9359999999999999,0.976,0.0,0.01,4033.220645505935,4086.1079024514765,,,,,,,,,,,,,,,
2,S_attack_holdout,context_transformer_keep_prompt,0.9987199999999999,0.9989995327900063,0.0,0.01,0.9359999999999999,0.976,0.0,0.01,4161.115770999459,4190.033549847431,0.9986562728881836,0.0,0.0,0.0,0.0,0.9986562728881836,0.0,0.0,0.0,0.0,0.9986562728881836,0.0,0.0,0.0,0.0
2,S_attack_holdout,context_transformer_naive,0.99824,0.9986295173168382,0.0,0.01,0.912,0.976,0.0,0.01,2879.0322709974134,3089.287154502381,0.9980372786521912,0.0,0.0,0.0,0.0,0.9980372786521912,0.0,0.0,0.0,0.0,0.9980372786521912,0.0,0.0,0.0,0.0
2,S_attack_holdout,heuristic,0.848,0.9324444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.2741040045511909,1.3290434566442855,,,,,,,,,,,,,,,
2,S_attack_holdout,heuristic_score,0.848,0.9324444444444445,1.0,1.0,1.0,1.0,1.0,1.0,1.524249993963167,1.595822943636449,,,,,,,,,,,,,,,
2,S_attack_holdout,tfidf_lr,0.94408,0.9606247367368881,0.37,0.41,0.944,1.0,0.37,0.41,1.9573129975469783,1.9852375036862213,,,,,,,,,,,,,,,
2,S_attack_holdout,transformer,0.9803999999999999,0.9874697712418301,0.0,0.35,0.928,1.0,0.0,0.35,691.9880205023219,709.796273104439,,,,,,,,,,,,,,,
2,S_random,context_transformer,1.0,1.0,0.0,0.0,0.9274193548387096,1.0,0.0,0.0,4052.6966249890393,4145.775026753108,,,,,,,,,,,,,,,
2,S_random,context_transformer_keep_prompt,1.0,1.0,0.0,0.0,0.9274193548387096,1.0,0.0,0.0,3967.3377710059867,4001.56343939816,0.8033589720726013,0.0,0.0,0.0,0.0,0.8033589720726013,0.0,0.0,0.0,0.0,0.8033589720726013,0.0,0.0,0.0,0.0
2,S_random,context_transformer_naive,0.9998387096774194,0.9998714797747056,0.0,0.0,0.9435483870967742,0.9596774193548387,0.0,0.0,2481.371312504052,2540.0217536487617,0.9679515361785889,0.0,0.0,0.0,0.0,0.9679515361785889,0.0,0.0,0.0,0.0,0.9679515361785889,0.0,0.0,0.0,0.0
2,S_random,heuristic,0.7137096774193549,0.8721918202764977,1.0,1.0,1.0,1.0,1.0,1.0,1.331666499027051,1.3482390982971992,,,,,,,,,,,,,,,
2,S_random,heuristic_score,0.7137096774193549,0.8721918202764978,1.0,1.0,1.0,1.0,1.0,1.0,1.5231454963213764,1.5316982455260586,,,,,,,,,,,,,,,
2,S_random,tfidf_lr,0.9999193548387098,0.9999352237252862,0.0,0.0,0.9032258064516129,0.967741935483871,0.0,0.0,2.3854585087974556,2.9642645473359153,,,,,,,,,,,,,,,
2,S_random,transformer,0.997741935483871,0.9981848590375899,0.0,0.04,0.9435483870967742,1.0,0.0,0.04,711.6803329990944,732.9480479478661,,,,,,,,,,,,,,,
2,S_tool_holdout,context_transformer,0.9296203400004287,0.9414180803774714,0.3474178403755869,0.37089201877934275,0.904109589041096,0.954337899543379,0.3474178403755869,0.37089201877934275,7723.966541503614,7768.8572857456165,,,,,,,,,,,,,,,
2,S_tool_holdout,heuristic,0.7648401826484018,0.8840531456113647,1.0,1.0,1.0,1.0,1.0,1.0,2.95502100198064,3.123235203383956,,,,,,,,,,,,,,,
2,S_tool_holdout,heuristic_score,0.7758805496602139,0.886878097340345,0.9530516431924883,0.9530516431924883,1.0,1.0,0.9530516431924883,0.9530516431924883,3.129375007119961,3.213547950872453,,,,,,,,,,,,,,,
2,S_tool_holdout,tfidf_lr,0.9318284134027912,0.9011936614923824,0.16901408450704225,0.20657276995305165,0.904109589041096,0.9726027397260274,0.16901408450704225,0.20657276995305165,4.310437499952968,4.888968756858958,,,,,,,,,,,,,,,
2,S_tool_holdout,transformer,0.8939696014749072,0.8946724271398221,0.3051643192488263,0.3380281690140845,0.908675799086758,0.954337899543379,0.3051643192488263,0.3380281690140845,1334.967645991128,1359.1799293491931,,,,,,,,,,,,,,,
